0115780101	011578010	1	10	FLA
0116210361	011621036	1	1	FLA
0116800671	011680067	1	1	FLA
0117820121	011782012	1	20	CPR
0117820241	011782024	1	20	CPR
0118250151	011825015	1	1	FLA
0118250271	011825027	1	1	FLA
0118990591	011899059	1	20	CPR
0119670151	011967015	1	1	FLA
0119670411	011967041	1	1	FLA
0119870171	011987017	1	30	CPR
0119870291	011987029	1	5	FIA
0120460251	012046025	1	6	FLA
0120480311	012048031	1	100	CPR
0122350261	012235026	1	1	FLA
0122350381	012235038	1	1	FLA
0122350401	012235040	1	20	CPR
0122380611	012238061	1	10	FLA
0122380731	012238073	1	20	CPS
0122380851	012238085	1	1	FLA
0123220201	012322020	1	12	CPR
0123360201	012336020	1	1	TUB
0123360321	012336032	1	1	FLA
0123520231	012352023	1	5	FIA
0123630141	012363014	1	1	FLA
0123730391	012373039	1	10	FLA
0123770261	012377026	1	24	CPR
0123770531	012377053	1	24	CPR
0123770891	012377089	1	24	CPR
0124200161	012420016	1	1	TUB
0124370361	012437036	1	5	SUP
0124370481	012437048	1	5	SUP
0124750121	012475012	1	32	CPR
0125770191	012577019	1	20	CPR
0126111011	012611101	1	6	FIA
0126111251	012611125	1	1	FLA
0126270811	012627081	1	10	FIA
0126270931	012627093	1	10	FIA
0126271051	012627105	1	10	FIA
0126770471	012677047	1	1	FLA
0127450161	012745016	1	1	FLA
0127450281	012745028	1	10	CPR
0127450421	012745042	1	10	SUP
0127450551	012745055	1	10	SUP
0127450671	012745067	1	10	SUP
0127450791	012745079	1	10	SUP
0127450811	012745081	1	1	FLA
0127450931	012745093	1	20	CPR
0127451171	012745117	1	20	BUS
0127451291	012745129	1	20	BUS
0127451431	012745143	1	12	CPR
0127451681	012745168	1	30	CPR
0127451821	012745182	1	16	CPR
0127452181	012745218	1	1	FLA
0127452201	012745220	1	16	BUS
0127452441	012745244	1	12	SAC
0127452691	012745269	1	12	SAC
0127452711	012745271	1	10	SUP
0128110161	012811016	1	1	FLA
0128120181	012812018	1	30	CPR
0129430271	012943027	1	1	FLA
0129430391	012943039	1	30	CPR
0130130261	013013026	1	50	CPR
0130460381	013046038	1	10	FLA
0130460401	013046040	1	20	FLA
0130460531	013046053	1	12	CPS
0130460771	013046077	1	10	FLA
0130460891	013046089	1	20	FLA
0130460911	013046091	1	10	BUS
0130740121	013074012	1	1	FLA
0130920101	013092010	1	6	FIA
0130920102	013092010	2	6	FIA
0130920221	013092022	1	6	FIA
0130920222	013092022	2	6	FIA
0131080301	013108030	1	1	FLA
0131850201	013185020	1	15	FIA
0132370331	013237033	1	5	FIA
0133460101	013346010	1	30	CPS
0134010681	013401068	1	50	CPR
0134030111	013403011	1	20	CPR
0134030231	013403023	1	20	CPR
0134030351	013403035	1	20	CPR
0134690101	013469010	1	1	FLA
0134690221	013469022	1	1	FLA
0134690341	013469034	1	1	FLA
0134780211	013478021	1	30	CPR
0138680311	013868031	1	1	TUB
0138680431	013868043	1	6	SUP
0139410511	013941051	1	1	TUB
0139670311	013967031	1	25	CPR
0139670561	013967056	1	30	CPR
0139720561	013972056	1	3	FLA
0139860291	013986029	1	1	FIA
0139860311	013986031	1	1	FIA
0139860431	013986043	1	1	FIA
0139930231	013993023	1	1	FLA
0141360281	014136028	1	20	CPR
0141370201	014137020	1	1	FLA
0141520191	014152019	1	15	CPR
0141590261	014159026	1	30	CPR
0141590401	014159040	1	20	CPR
0141600791	014160079	1	1	TUB
0141600811	014160081	1	1	FLA
0141660331	014166033	1	40	CPS
0141660451	014166045	1	40	CPS
0142050371	014205037	1	20	CPR
0142840181	014284018	1	20	CPR
0142840201	014284020	1	5	SUP
0143020321	014302032	1	1	FLA
0143710371	014371037	1	1	FLA
0143710521	014371052	1	1	FLA
0143710881	014371088	1	1	TUB
0143850131	014385013	1	4	OVU
0143940501	014394050	1	6	FIA
0143940741	014394074	1	50	CPS
0144380161	014438016	1	1	FLA
0144380281	014438028	1	1	FLA
0144380301	014438030	1	1	TUB
0146210271	014621027	1	20	CPR
0146210391	014621039	1	20	CPR
0146840291	014684029	1	6	FIA
0147290141	014729014	1	10	CPR
0147290381	014729038	1	10	CPR
0147290771	014729077	1	1	FIA
0147290891	014729089	1	1	FIA
0147291271	014729127	1	3	FIA
0147291391	014729139	1	3	FIA
0147291411	014729141	1	1	FLA
0147430491	014743049	1	1	TUB
0149690121	014969012	1	50	CPR
0149690241	014969024	1	60	CPR
0150010231	015001023	1	1	FLA
0150010741	015001074	1	20	FLA
0150450261	015045026	1	45	CPR
0150450381	015045038	1	45	CPR
0150450401	015045040	1	45	CPR
0150500141	015050014	1	1	FLA
0150940161	015094016	1	20	CPR
0151480241	015148024	1	12	CPR
0151480361	015148036	1	10	CPR
0151480871	015148087	1	1	FLA
0151480991	015148099	1	1	FLA
0151481251	015148125	1	30	CPR
0151481371	015148137	1	30	FLA
0151481491	015148149	1	15	FLA
0152280121	015228012	1	20	CPR
0152280241	015228024	1	20	CPR
0155030161	015503016	1	1	FLA
0155030281	015503028	1	1	TUB
0155210911	015521091	1	30	CPR
0155360281	015536028	1	1	FLA
0155820121	015582012	1	1	FLA
0155960241	015596024	1	30	CPR
0155960511	015596051	1	1	FLA
0155980161	015598016	1	1	FLA
0155980281	015598028	1	1	FLA
0156280111	015628011	1	50	CPR
0156280741	015628074	1	1	FLA
0156280861	015628086	1	1	FLA
0156420101	015642010	1	20	CPR
0157240261	015724026	1	30	CPR
0157240381	015724038	1	30	CPR
0157240531	015724053	1	6	FIA
0157240651	015724065	1	30	CPR
0157240771	015724077	1	1	FLA
0157840221	015784022	1	6	SUP
0157840341	015784034	1	20	BUS
0157840461	015784046	1	5	FIA
0158390951	015839095	1	3	FIA
0158960181	015896018	1	6	FIA
0158960201	015896020	1	20	CPS
0158960441	015896044	1	1	TUB
0158960951	015896095	1	10	CPR
0158961071	015896107	1	30	CPS
0158961211	015896121	1	14	CPR
0159120131	015912013	1	1	FLA
0159370161	015937016	1	1	FLA
0159370281	015937028	1	24	FLA
0159600141	015960014	1	1	FLA
0159800161	015980016	1	1	FLA
0160160651	016016065	1	3	FLA
0160260151	016026015	1	1	FLA
0160620341	016062034	1	1	FLA
0160620461	016062046	1	1	FLA
0160940171	016094017	1	1	FIA
0162220731	016222073	1	30	CPR
0162420631	016242063	1	24	CPR
0162420751	016242075	1	24	CPR
0162420871	016242087	1	24	CPR
0162421371	016242137	1	24	CPR
0162421491	016242149	1	36	CPR
0162421521	016242152	1	36	CPR
0162421641	016242164	1	16	CPR
0162421881	016242188	1	16	CPR
0162421901	016242190	1	16	CPR
0162422141	016242214	1	16	CPR
0162422261	016242226	1	16	CPR
0162422381	016242238	1	16	CPR
0162422401	016242240	1	16	CPR
0162810531	016281053	1	16	CPR
0163340291	016334029	1	1	FLA
0163660151	016366015	1	25	CPR
0163660271	016366027	1	30	CPR
0163710541	016371054	1	36	CPR
0164430441	016443044	1	10	FLA
0164430711	016443071	1	30	BUS
0164530331	016453033	1	1	FLA
0164530451	016453045	1	5	FLA
0164580101	016458010	1	1	FLA
0164790401	016479040	1	5	FIA
0165210391	016521039	1	30	CPR
0165210411	016521041	1	10	FIA
0165210541	016521054	1	30	CPS
0165310161	016531016	1	16	CPS
0165310281	016531028	1	1	FLA
0165410311	016541031	1	1	FLA
0165410312	016541031	2	1	FLA
0165830271	016583027	1	1	FLA
0166260181	016626018	1	20	CPR
0166915581	016691558	1	5	FIA
0166915601	016691560	1	5	FIA
0166915721	016691572	1	5	FIA
0166915841	016691584	1	5	FIA
0167030351	016703035	1	1	FLA
0167470261	016747026	1	1	FLA
0167470381	016747038	1	10	FLA
0167470401	016747040	1	1	FLA
0167610371	016761037	1	6	OVU
